,job_titles,companies,company_ratings,locations,post_dates,Salary,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Machine Learning,Data Mining/Analytics,Visualisation,Big Data,AWS Cloud,Jason,xml,Azure,Google Cloud,IBM,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,project_management,leadership,consulting
377,"Senior developer Backend AWS IoT, Machine Learning & AI",Services Conseils IntelliSoft inc.,,"Montréal, QC",30+ days ago,,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
378,Senior Machine Learning Engineer,Sonova,3.5,"Kitchener, ON",7 days ago,,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
379,Senior Software Engineer (NLP),Galvanize,4.6,"Vancouver, BC",16 days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,Data Science Senior Manager,Citi,3.9,"Mississauga, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
381,"Product Manager, Fraud Analytics and Modeling",Aviva,3.9,"Markham, ON",30+ days ago,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
382,Business Intelligence Programmer,Big Blue Bubble,4.0,"London, ON",30+ days ago,,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
383,"Research Intern, Machine Learning for Image Synthesis (PhD)",Facebook,4.2,"Montréal, QC",14 days ago,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
384,Business Intelligence Analyst,Metro Supply Chain Group,3.3,"Mississauga, ON",11 days ago,,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0
385,Data Science Consultant,Infinity Technology,,"National Capital Region, ON",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,"Manager, AML/ATF Models & Analytics",Scotiabank,3.9,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Big Data Engineer - Analytics,Interset,,"Ottawa, ON",30+ days ago,,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388,Senior Machine Learning Developer / Développeur apprentissage automatique sénior,ChilliConnect,,"Montréal, QC",3 days ago,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Senior Machine Learning Engineer,BlackBerry,4.0,"Ottawa, ON",30+ days ago,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
390,Senior Statistical Programmer,IQVIA,3.8,"Kirkland, QC",30+ days ago,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
391,"Manager, Insights and Analytics",Giant Tiger,3.8,"Ottawa, ON",22 days ago,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
392,"ML Ops Solution Architect, Omnia AI",Deloitte,4.0,"Toronto, ON",28 days ago,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
393,Business Development - Data Science Senior Manager,Accenture,4.0,"Montréal, QC",30+ days ago,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1
394,SEPT Grad - SESSIONAL FACULTY - SEP 786 Artificial Intelligence & Machine Learning Fundamentals/ SEP 787 Machine Learning: Classifi...,McMaster University,4.3,"Hamilton, ON",30+ days ago,"$8,100 a month",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
395,Senior Software Developer - Machine Learning,Oracle,3.8,"Kitchener, ON",30+ days ago,,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
396,Data Analyst,Ingrooves,,"Victoria, BC",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
397,"Internal Auditor & Data Analyst, Summer 2021 Student Opportunities",RBC,4.0,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
398,"Software Engineer, Machine Learning","Grammarly, Inc.",,"Vancouver, BC",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"Director, Data Strategy and Analytics",The Boiler Inspection and Insurance Company of Can...,,"Toronto, ON",28 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
400,Data Engineer - Machine Learning,Prenuvo Inc,,"Vancouver, BC",30+ days ago,,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
401,"Senior Manager, Data Science",Vanguard,3.8,"Toronto, ON",23 days ago,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
402,"Sr Data Analyst, DTC",Rogers Communications,3.7,"Toronto, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Director- Data Strategy & Analytics,Munich RE,4.0,"Toronto, ON",28 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
404,"Manager, Data Analytics",LandSure Systems,,"Vancouver, BC",23 days ago,,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
405,Machine Learning Engineer - Core Engineering,Goldman Sachs,4.0,"Toronto, ON",30+ days ago,,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
406,"Manager, Business Intelligence",Thomson Reuters,3.9,"Toronto, ON",8 days ago,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0
407,Business Analytics Lead,Prodigy Game,4.6,"Oakville, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,Product Manager - Machine Learning for Financials and Spend,Workday,4.0,"Toronto, ON",30+ days ago,"$99,000 a year",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
409,"Data Science Manager, Memberships Modelling",Prodigy Game,4.6,"Oakville, ON",8 days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
410,Senior Enterprise Analytics Solutions Analyst,Coast Capital Savings Federal Credit Union,3.8,"Surrey, BC",30+ days ago,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
411,"Manager, Financial Pricing Analytics",Scotiabank,3.9,"Toronto, ON",17 days ago,,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
412,Développeur(euse) en IA – Traitement du language naturel (NLP) | AI Developer - Natural Language Processing (NLP) Capability,Element AI,4.3,"Montréal, QC",30+ days ago,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
413,"Research Scientist, AI",Facebook,4.2,"Montréal, QC",30+ days ago,,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
414,"Postdoctoral Scholar, Machine Learning and the Microbiome, Cumming School of Medicine",The University of Calgary,4.1,"Calgary, AB",30+ days ago,"$50,000 a year",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,Senior Project Manager Transportation Services (Data & Analytics),City of Toronto,4.2,"Toronto, ON",17 days ago,"$103,303 - $121,376 a year",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
416,Senior Machine Learning Developer,Loblaw Companies Limited,3.5,"Brampton, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0
417,"Senior Manager, AI Strategy, Customer & Marketing AI, Omnia AI Vancouver",Deloitte,4.0,"Vancouver, BC",28 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
418,Machine Learning Software Designer/Engineer,SNC-Lavalin,4.0,"Mississauga, ON",30+ days ago,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
419,Analytics Design and Delivery Lead,Suncor Energy Services,4.0,"Calgary, AB",30+ days ago,,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
420,Sr Machine Learning Product Engineer (Layer 6),TD Bank,3.8,"Toronto, ON",25 days ago,,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Senior AI Software Developer,Vector Institute,,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
422,DevOps & Machine Learning Integration Analyst,Canadian National Railway,3.2,"Edmonton, AB",30+ days ago,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
423,"Deputy Director, Process Diagnostics & Analytics",Sanofi,4.1,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
424,"Sr. Product Manager, Advanced Analytics Automation",autoTRADER.ca,3.5,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
425,"Senior Manager, Advanced Analytics and Data Science",BMO Financial Group,3.8,"Toronto, ON",23 days ago,,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
426,Senior Machine Learning Engineer,Augmenta,,Canada,30+ days ago,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
427,Développeur(euse) en IA – Traitement du language naturel (NLP) | AI Developer - Natural Language Processing (NLP) Capability,Element AI,4.3,"Montréal, QC",30+ days ago,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
428,Big Data Solution Architect,EPAM Systems,3.9,"Toronto, ON",30+ days ago,,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
429,Sr Machine Learning Product Engineer (Layer 6),TD Bank,3.8,"Toronto, ON",25 days ago,,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,"Senior Software Engineer, Machine Learning",ThinkData Works,,"Toronto, ON",30+ days ago,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
431,Full Stack Developer - Data Science and Advanced Analytics,St. Michael's Hospital,4.1,"Toronto, ON",25 days ago,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
432,"Senior Manager, AI Strategy, Customer & Marketing AI, Omnia AI Vancouver",Deloitte,4.0,"Vancouver, BC",28 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
433,"Solutions Architect, Advanced Analytics and Big Data",Desjardins,3.9,"Montréal, QC",30+ days ago,,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
434,Specialist Business Intelligence Performance Measurement and Reporting,PHSA,3.2,"Vancouver, BC",30+ days ago,,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
435,DevOps & Machine Learning Integration Specialist,Canadian National Railway,3.2,"Edmonton, AB",30+ days ago,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
436,Senior Analytics Implementation Specialist,TD Bank,3.8,"Toronto, ON",11 days ago,,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
437,"Senior Manager, Product Analytics - Canada",Flight Centre Travel Group,3.4,Ontario,8 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
438,"Manager, Cyber Security, Omnia AI",Deloitte,4.0,"Toronto, ON",15 days ago,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
439,"Senior Product Manager, Learner Experience",Coursera,4.3,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,Senior Statistician - RWE,IQVIA,3.8,"Kirkland, QC",30+ days ago,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
441,ML Engineer (Backend),TD Bank,3.8,"Toronto, ON",30+ days ago,,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Alberta Health Services Chair in Artificial Intelligence Applied to Health,University of Alberta,4.3,"Edmonton, AB",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Sr Data Analyst ( Oracle/Big Data) VP,Citi,3.9,"Mississauga, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
444,"Senior Consultant, AI Strategy - Supply Chain & AI, Omnia AI",Deloitte,4.0,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
445,Machine Learning Developer (French Services),CBC/Radio-Canada,3.9,"Montréal, QC",30+ days ago,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
446,"Senior Software Engineer, Machine Learning",ThinkData Works,,"Toronto, ON",30+ days ago,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
447,Senior Game Data Analyst,Kabam,,"Vancouver, BC",30+ days ago,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
448,"Manager/Senior Manager, Information, Data and Analytics",KPMG,4.0,"Toronto, ON",17 days ago,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
449,"Senior Data Analyst, Parents",Prodigy Game,4.6,"Oakville, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Business Intelligence Architect,NTT DATA Services,3.5,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1
451,Principal Statistical Programmer,IQVIA,3.8,"Kirkland, QC",30+ days ago,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
452,"Data Scientist, Marketing & Web Analytics",Prodigy Game,4.6,"Oakville, ON",30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Senior Game Data Analyst,Kabam,,"Vancouver, BC",30+ days ago,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
454,Sr Data Analyst ( Oracle/Big Data) VP,Citi,3.9,"Mississauga, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
455,Business Intelligence Architect,NTT DATA Services,3.5,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1
456,Postdoctoral Position in Solid-State Chemistry and Machine Learning for Materials Science,University of Alberta,4.3,"Edmonton, AB",30+ days ago,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
457,Alberta Health Services Chair in Artificial Intelligence Applied to Health,University of Alberta,4.3,"Edmonton, AB",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Junior Data Scientist with Python experience,Samiti Technology,,"Toronto, ON",Today,$250 - $350 a day,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,"Director, Business Analytics",Prodigy Game,4.6,"Oakville, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
460,Data Science Architect,Rackspace,,"Toronto, ON",30+ days ago,,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
461,"Senior Data Analyst, Parents",Prodigy Game,4.6,"Oakville, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Business Intelligence Analyst / Analyste en intelligence d'affaires,ChilliConnect,,"Montréal, QC",28 days ago,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
463,Ingénieur en développement logiciel principal – apprentissage automatique – Microsoft Research Montréal / Senior SDE – Machine Learning – Microsoft Research Montreal,Microsoft,4.2,"Montréal, QC",30+ days ago,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
464,"Senior Software Engineer- Full Stack , Cyber Risk Analytics","Guidewire Software, Inc.",3.7,"Toronto, ON",28 days ago,,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
465,"Sénior en développement de logiciels, du Machine Learning et Visual Analytics",Canadian National Railway,3.2,"Edmonton, AB",30+ days ago,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
466,Senior Statistician - RWE,IQVIA,3.8,"Kirkland, QC",30+ days ago,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
467,"Senior Data Analyst, Educators",Prodigy Game,4.6,"Oakville, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,"Senior Consultant, Cyber Security, Omnia AI",Deloitte,4.0,"Toronto, ON",15 days ago,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
469,Machine Learning Developer (French Services),CBC/Radio-Canada,3.9,"Montréal, QC",30+ days ago,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
470,Senior Software Development - Machine Learning & Visual Analytics,Canadian National Railway,3.2,"Edmonton, AB",30+ days ago,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
471,Data Scientist,Ontario Medical Association,4.6,"Toronto, ON",4 days ago,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
472,"Assistant Professor, Next Generation Artificial Intelligence and Machine Learning Systems, Department of Electrical and Computer Engineering",The University of Calgary,4.1,"Calgary, AB",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,Data Scientist,Nidish LLC,,Remote,25 days ago,$45 an hour,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Data Scientist,Apply Digital,,"Vancouver, BC",10 days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
475,"Data Scientist, Solar & Storage (Remote)",Power Factors,,Remote,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
476,Junior Data Scientist,Profitable Software Inc.,,"Vancouver, BC",16 days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Data Scientist,MSi Corp (Bell Canada),3.6,"Montréal, QC",7 days ago,$35 an hour,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
478,Machine Learning Engineer/Data Scientist,IDES CANADA INC,,"Whitchurch-Stouffville, ON",15 days ago,"$50,000 - $80,000 a year",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
479,Head of Finance – Retail Operations & Marketing Analytics,BRP,3.9,"Montréal, QC",30+ days ago,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
480,Data Analytical Scientist,Samiti Technology,,"Toronto, ON",10 days ago,$50 - $60 an hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,Analyste de données - Senior - Data Analyst,Nuance,3.2,"Montréal, QC",30+ days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
482,Data Science Manager,MobSquad,,"Calgary, AB",30+ days ago,,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
483,Data Scientist II,Flipp,4.2,"Toronto, ON",30+ days ago,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
484,Senior Machine Learning Engineering Manager,Brainmaven Corp,,"Toronto, ON",29 days ago,"$150,000 - $190,000 a year",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
485,Director of Data Science,Mejuri,4.5,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
486,"Senior Data Analyst, Parents",Prodigy Game,4.6,,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Director of Advanced Analytics,Afiniti,,"Toronto, ON",25 days ago,,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
488,Data Analytics Analyst,IQVIA,3.8,"Toronto, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
489,Big Data Engineer Support,AdGear,,"Hampstead, QC",23 days ago,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
490,"Software Engineer, Machine Learning Algorithms",SoundHound Inc.,,"Toronto, ON",16 days ago,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Senior Business Intelligence Analyst,Westland Insurance Group,3.5,"Surrey, BC",21 days ago,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
492,"Machine Learning Intern, Speech Recognition, M.S. / Ph.D., Summer 2021",SoundHound Inc.,,"Toronto, ON",30+ days ago,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Data Analyst (Required-bilingual French & English),IQVIA,3.8,"Kirkland, QC",22 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
494,"Director, Data Science",Clarius,,"Vancouver, BC",24 days ago,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
495,Senior Technical Product Manager (Machine Learning),Brainmaven Corp,,"Toronto, ON",10 days ago,"$140,000 a year",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
